id_anuncio,url,titulo,precio,superficie_m2,habitaciones,zona_scraping
f5f7c62c8da9,https://www.pisos.com/comprar/atico-cortes_huertas28014-58337211899_100500/,Ático en calle de Santa María,540000.0,90.0,1.0,Centro
813dfdf12bed,https://www.pisos.com/comprar/piso-cortes_huertas28012-60087103362_100500/,Piso en calle de Núñez de Arce,347500.0,47.0,2.0,Centro
04ac29aa90d3,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-61699193396_100500/,Piso en calle del Olivar,390000.0,104.0,2.0,Centro
a516ebabc6f9,https://www.pisos.com/comprar/apartamento-centro_palacio28005-35931287196_101800/,Apartamento en calle N-A,435000.0,40.0,1.0,Centro
0b6cf83ee8e2,https://www.pisos.com/comprar/piso-sol_barrio28013-55008522568_510067/,"Piso en calle Mayor, 16",3150000.0,438.0,5.0,Centro
1540d289e929,https://www.pisos.com/comprar/piso-universidad_malasana28004-61761538818_992099/,"Piso en calle de San Vicente Ferrer, 20",835000.0,101.0,2.0,Centro
810aae131287,https://www.pisos.com/comprar/piso-sol_barrio28012-61671826216_100500/,Piso en calle Mayor,1390000.0,132.0,4.0,Centro
0840ca40f94c,https://www.pisos.com/comprar/piso-universidad_malasana28004-60074401802_100500/,Piso en calle del Pez,835000.0,142.0,3.0,Centro
b37b491a9dab,https://www.pisos.com/comprar/piso-cortes_huertas28014-59235503749_101000/,Piso en calle de Atocha,1100000.0,142.0,5.0,Centro
46e1cd2ad778,https://www.pisos.com/comprar/piso-centro_palacio28013-59196570018_101000/,"Piso en calle de los Señores de Luzón, 4",680000.0,108.0,2.0,Centro
a19db355f45b,https://www.pisos.com/comprar/piso-sol_barrio28013-54251622625_100500/,"Piso en calle de Zaragoza, 6",980000.0,141.0,2.0,Centro
947ef4b713a0,https://www.pisos.com/comprar/duplex-centro_palacio28005-51742231035_100500/,Dúplex en calle de Valliciergo,1286000.0,170.0,2.0,Centro
2c84c90c068e,https://www.pisos.com/comprar/duplex-centro_palacio28005-30884125976_100900/,Dúplex en calle de Angosta de los Mancebos,350000.0,72.0,1.0,Centro
7a6b5da0616a,https://www.pisos.com/comprar/piso-cortes_huertas28012-62535872694_100500/,Piso en calle de la Cruz,495000.0,59.0,2.0,Centro
e16cdf6c3280,https://www.pisos.com/comprar/atico-universidad_malasana28004-62522899765_100200/,Ático en calle de la Madera,650000.0,88.0,3.0,Centro
33d2b25506b0,https://www.pisos.com/comprar/piso-justicia_chueca28004-60895772258_100500/,Piso en calle Libertad,650000.0,84.0,2.0,Centro
e71074b14be4,https://www.pisos.com/comprar/apartamento-universidad_malasana28015-59231809449_511322/,Apartamento en calle de San Bernardo,370000.0,42.0,1.0,Centro
c5d51f9f8d00,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-58370367411_102200/,Piso en calle de Valencia,999000.0,206.0,3.0,Centro
cb3f9611b007,https://www.pisos.com/comprar/piso-sol_barrio28013-39251931669_100500/,Piso en calle de la Montera,840000.0,80.0,2.0,Centro
9565d41afc64,https://www.pisos.com/comprar/piso-sol_barrio28013-55872079823_100500/,Piso en calle de la Montera,470000.0,61.0,1.0,Centro
4f7db40da6bf,https://www.pisos.com/comprar/estudio-centro_embajadores_lavapies28012-61683385060_100500/,Estudio en calle de los Abades,190000.0,35.0,1.0,Centro
2f1294588169,https://www.pisos.com/comprar/piso-justicia_chueca28001-60070653371_102100/,Piso en Palacio,315000.0,16.0,1.0,Centro
2187127e447c,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28005-48361666442_100200/,Piso en Embajadores-Lavapiés,629900.0,144.0,3.0,Centro
e9e52ee00638,https://www.pisos.com/comprar/piso-universidad_malasana28004-59178181429_149200/,Piso en Universidad-Malasaña,840000.0,107.0,2.0,Centro
279ef2e24637,https://www.pisos.com/comprar/piso-universidad_malasana28015-57571179953_102100/,Piso en Malasaña,580000.0,87.0,3.0,Centro
17c1a6f30f29,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-62580861682_100200/,Piso en Embajadores-Lavapiés,253000.0,41.0,1.0,Centro
61cb5c469214,https://www.pisos.com/comprar/piso-centro_palacio28005-61724235982_102100/,Piso en Atalaya,1086000.0,99.0,2.0,Centro
6ce988e4eac5,https://www.pisos.com/comprar/piso-centro_palacio28005-59183784119_100200/,Piso en Palacio,455000.0,64.0,2.0,Centro
0d15f007fe35,https://www.pisos.com/comprar/piso-universidad_malasana28004-58423458010_100500/,Piso en Malasaña,580000.0,97.0,3.0,Centro
2159a2df9a2a,https://www.pisos.com/comprar/piso-centro_palacio28005-57512191475_102100/,Piso en Lavapiés,375000.0,50.0,1.0,Centro
b789811adf04,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-56741417619_102100/,Piso en Lavapiés,250000.0,40.0,1.0,Centro
0288fdf21523,https://www.pisos.com/comprar/piso-cortes_huertas28014-56744212486_100200/,Piso en Cortes-Huertas,1450000.0,189.0,8.0,Centro
221847b6038a,https://www.pisos.com/comprar/piso-justicia_chueca28004-54194123965_100500/,Piso en Chueca,6579000.0,380.0,5.0,Centro
5a3a1c08cbc8,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-28402498297_100200/,Piso en Embajadores-Lavapiés,295000.0,87.0,3.0,Centro
5e6abf32e358,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-60833731514_102100/,Piso en Lavapiés,1119000.0,166.0,4.0,Centro
c5152389c9ce,https://www.pisos.com/comprar/piso-justicia_chueca28046-51678981864_102100/,Piso en El Viso,1500000.0,140.0,,Centro
52db52e51bbf,https://www.pisos.com/comprar/piso-universidad_malasana28015-61739276221_521737/,Piso en calle del Conde Duque,295000.0,41.0,1.0,Centro
b290c03721c5,https://www.pisos.com/comprar/piso-centro_palacio28005-60884542555_521737/,Piso en calle del Águila,289000.0,30.0,,Centro
f9a902d012ee,https://www.pisos.com/comprar/piso-centro_palacio28005-61753757961_109200/,"Piso en calle >C. de los Mancebos, nº >",598000.0,93.0,1.0,Centro
398388b557fa,https://www.pisos.com/comprar/piso-cortes_huertas28014-61668058587_109200/,"Piso en calle >C. del Amor de Dios, nº >",2250000.0,265.0,3.0,Centro
9f352e87fc38,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-61698086055_100500/,"Piso en calle de Atocha, 114",780000.0,110.0,2.0,Centro
ebbcbc1270c4,https://www.pisos.com/comprar/loft-centro_embajadores_lavapies28012-61685612564_100500/,Loft en Embajadores,260000.0,33.0,1.0,Centro
305b514e1eff,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-59194672709_100500/,"Piso en calle de la Torrecilla del Leal, 2",220400.0,38.0,1.0,Centro
84afd3b9bc63,https://www.pisos.com/comprar/estudio-sol_barrio28012-59234926142_100500/,Estudio en calle de la Concepción Jerónima,310000.0,29.0,,Centro
98023a198e3a,https://www.pisos.com/comprar/piso-justicia_chueca28004-59179305350_524671/,Piso en calle de Pelayo,1080000.0,128.0,3.0,Centro
80a2947e66a1,https://www.pisos.com/comprar/piso-sol_barrio28012-50873016372_523418/,Piso en calle de la Bolsa,1890000.0,283.0,4.0,Centro
99456dbe6379,https://www.pisos.com/comprar/piso-universidad_malasana28004-62572956396_998146/,Piso en calle del Espíritu Santo,450000.0,85.0,2.0,Centro
5de1a7df2440,https://www.pisos.com/comprar/piso-universidad_malasana28015-60920529573_104700/,Piso en calle de San Hermenegildo,395000.0,89.0,2.0,Centro
439b4c1a16bf,https://www.pisos.com/comprar/piso-universidad_malasana28004-60857092841_100200/,Piso en calle de Casto Plasencia,430000.0,56.0,3.0,Centro
51aaf4267a53,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-60078512608_993362/,Apartamento en calle del Mesón de Paredes,260000.0,41.0,1.0,Centro
f6cd5a7682e2,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-60054159664_109300/,Piso en calle del Doctor Fourquet,265000.0,45.0,1.0,Centro
c31aaad318f6,https://www.pisos.com/comprar/piso-universidad_malasana28004-60861971140_100200/,Piso en Universidad-Malasaña,320000.0,51.0,2.0,Centro
dca8422cd7b9,https://www.pisos.com/comprar/piso-centro_palacio28011-60018547323_102100/,Piso en Puerta del Ángel,806000.0,160.0,4.0,Centro
95d3c95407e9,https://www.pisos.com/comprar/piso-centro_palacio28005-59210865357_102100/,Piso en Recoletos,2300000.0,137.0,3.0,Centro
213ec293504c,https://www.pisos.com/comprar/piso-cortes_huertas28014-59253071698_102100/,Piso en Cortes,3100000.0,334.0,3.0,Centro
55a03b7f99b8,https://www.pisos.com/comprar/piso-justicia_chueca28046-59174975291_102100/,Piso en Chamartín,899000.0,106.0,3.0,Centro
20ed4bddebb8,https://www.pisos.com/comprar/piso-universidad_malasana28004-57503825089_100200/,Piso en Universidad-Malasaña,247000.0,40.0,1.0,Centro
d15b72808010,https://www.pisos.com/comprar/piso-centro_palacio28005-57581789356_100200/,Piso en Palacio,369900.0,75.0,1.0,Centro
019fc6ff0fb6,https://www.pisos.com/comprar/piso-centro_palacio28008-55848472041_102100/,Piso en Rosales,1850000.0,174.0,2.0,Centro
fd12a15d1c3a,https://www.pisos.com/comprar/piso-justicia_chueca28004-53338254812_102100/,Piso en Chueca,1700000.0,185.0,3.0,Centro
9b58d5a5e7bf,https://www.pisos.com/comprar/piso-justicia_chueca28004-53369070710_102100/,Piso en Justicia,2290000.0,166.0,2.0,Centro
4e5b040a5f64,https://www.pisos.com/comprar/piso-centro_palacio28005-62594120784_102100/,Piso en San Juan Bautista,1200000.0,145.0,4.0,Centro
7e6e6fdaa6ac,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-61754058365_100200/,Piso en Embajadores-Lavapiés,350000.0,68.0,2.0,Centro
271c8bb203b0,https://www.pisos.com/comprar/piso-cortes_huertas28014-61740415704_100200/,Piso en Cortes-Huertas,1950000.0,214.0,3.0,Centro
134fc73158d8,https://www.pisos.com/comprar/piso-sol_barrio28013-60839510973_100200/,Piso en Sol,400000.0,56.0,2.0,Centro
125f0b135117,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-60917758551_100500/,Piso en Lavapiés-Embajadores,530000.0,94.0,1.0,Centro
b6340529f5e9,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-39181781494_100200/,Piso en Embajadores-Lavapiés,240000.0,41.0,1.0,Centro
db54ca8a3604,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-60834652568_102100/,Piso en Lavapiés,1269000.0,191.0,5.0,Centro
128ee9e820fc,https://www.pisos.com/comprar/piso-centro_palacio28005-60021939299_100200/,Piso en Palacio,499999.0,78.0,3.0,Centro
83954bb123b2,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-50912478776_100200/,Piso en Embajadores-Lavapiés,329000.0,48.0,1.0,Centro
fd0ed1bcf88c,https://www.pisos.com/comprar/piso-centro_palacio28005-57556012455_102100/,Piso en Palacio,650000.0,189.0,4.0,Centro
fd0634a76ba8,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-54176536144_100200/,Piso en Embajadores-Lavapiés,625000.0,124.0,5.0,Centro
af14edbc6f22,https://www.pisos.com/comprar/piso-centro_palacio28005-53428171312_102100/,Piso en Hispanoamérica,600000.0,85.0,1.0,Centro
0f7c3e1df24f,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-48383692539_109300/,Piso en Embajadores-Lavapiés,145000.0,23.0,,Centro
c76c6d63446f,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-44190531087_102100/,Piso en Embajadores,1700000.0,280.0,7.0,Centro
33956add343a,https://www.pisos.com/comprar/piso-centro_palacio28011-62533402751_526188/,Piso en Palacio,610000.0,115.0,3.0,Centro
9aff039b6a48,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-62517061509_100200/,Piso en Embajadores-Lavapiés,189000.0,23.0,,Centro
630ade9c7410,https://www.pisos.com/comprar/piso-justicia_chueca28046-60877668265_102100/,Piso en Castellana-Orense,1220000.0,154.0,3.0,Centro
119a05fde75a,https://www.pisos.com/comprar/piso-justicia_chueca28001-60024941231_102100/,Piso en Recoletos,3190000.0,191.0,1.0,Centro
5b7aa2781906,https://www.pisos.com/comprar/piso-centro_palacio28013-55087329986_103800/,Piso en Centro,1450000.0,220.0,6.0,Centro
d82b42ae3329,https://www.pisos.com/comprar/piso-universidad_malasana28004-62528392066_528715/,"Piso en calle de Jesús del Valle, 25",860000.0,106.0,3.0,Centro
6992c79d99fe,https://www.pisos.com/comprar/piso-centro_palacio28008-60060065293_102200/,Piso en calle Cta. de San Vicente,1200000.0,140.0,3.0,Centro
e58fef9effb9,https://www.pisos.com/comprar/atico-justicia_chueca28004-61670956220_100500/,"Ático en calle de Pelayo, 62",549000.0,60.0,1.0,Centro
dfbdb5dad6e6,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-61686719831_109200/,"Piso en calle de los Tres Peces, nº >",649000.0,94.0,2.0,Centro
9e710e992ded,https://www.pisos.com/comprar/piso-universidad_malasana28004-61729136643_100500/,"Piso en calle de la Madera, 31",235000.0,34.0,1.0,Centro
db00c4ae803a,https://www.pisos.com/comprar/piso-justicia_chueca28004-55092360433_100500/,"Piso en calle de San Bartolomé, 13",850000.0,127.0,2.0,Centro
397b2e1721b9,https://www.pisos.com/comprar/piso-universidad_malasana28015-27550255772_517093/,Piso en calle de Alberto Aguilera,1490000.0,202.0,4.0,Centro
d36b6d8696fb,https://www.pisos.com/comprar/duplex-centro_embajadores_lavapies28005-97527254933_517093/,Dúplex en calle Mira Al Sol,485000.0,100.0,2.0,Centro
eca203450e6d,https://www.pisos.com/comprar/piso-universidad_malasana28004-62578032092_100500/,Piso en calle Gran Vía,1250000.0,125.0,2.0,Centro
cf09e3d38fea,https://www.pisos.com/comprar/estudio-justicia_chueca28004-62564271930_100500/,Estudio en calle del Piamonte,265000.0,21.0,1.0,Centro
54b18d758458,https://www.pisos.com/comprar/piso-justicia_chueca28004-62508498356_109200/,"Piso en calle de Fuencarral, nº >",4000000.0,257.0,4.0,Centro
e403e4f48624,https://www.pisos.com/comprar/piso-universidad_malasana28004-62517345542_109200/,"Piso en calle >C- de Jesús del Valle, nº >",550000.0,58.0,2.0,Centro
33ed79d03d4b,https://www.pisos.com/comprar/piso-cortes_huertas28014-61731101676_109200/,"Piso en calle >C. de La Alameda, nº >",1890000.0,199.0,3.0,Centro
430e90133b67,https://www.pisos.com/comprar/piso-justicia_chueca28004-61757962507_109200/,"Piso en calle >C. de Pelayo, nº >",1330000.0,105.0,2.0,Centro
2ef2342892e6,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-61744406697_109200/,"Piso en calle de la Colegiata, nº >",1355000.0,148.0,3.0,Centro
8f9b93dc050e,https://www.pisos.com/comprar/piso-justicia_chueca28004-61709063199_109200/,"Piso en calle de Fuencarral, nº >",1400000.0,220.0,5.0,Centro
611bf89fb0c7,https://www.pisos.com/comprar/estudio-centro_palacio28005-61681027826_100500/,"Estudio en calle del Águila, 14",289000.0,30.0,1.0,Centro
31bb908967c8,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28005-60931060453_100500/,Piso en calle del Carnero,300000.0,57.0,1.0,Centro
9faf47f81ba1,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28005-60855892680_100500/,Piso en callejón del Mellizo,670000.0,40.0,2.0,Centro
a630171568b9,https://www.pisos.com/comprar/piso-sol_barrio28013-60836134246_100500/,Piso en calle de Veneras,900000.0,85.0,2.0,Centro
46f3bdcf80e4,https://www.pisos.com/comprar/piso-cortes_huertas28014-60093561317_510380/,Piso en calle de Atocha,939000.0,169.0,6.0,Centro
00bbc77eb9b0,https://www.pisos.com/comprar/piso-justicia_chueca28004-58388144948_100500/,Piso en calle de Gravina,745000.0,98.0,2.0,Centro
5d282d8b3380,https://www.pisos.com/comprar/piso-universidad_malasana28004-57550452384_526462/,Piso en calle del Espíritu Santo,399900.0,60.0,2.0,Centro
84d277ecacac,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28005-55897276773_101800/,"Piso en calle de la Ribera de Curtidores, 33",334000.0,65.0,2.0,Centro
bf6e386ec01c,https://www.pisos.com/comprar/duplex-sol_barrio28012-53364424889_100500/,Dúplex en calle Mayor,1590000.0,145.0,2.0,Centro
262422b35b58,https://www.pisos.com/comprar/piso-justicia_chueca28004-52520277811_996542/,Piso en calle de Hortaleza,2600000.0,315.0,24.0,Centro
8e8c654b42db,https://www.pisos.com/comprar/piso-centro_palacio28013-52543900203_108900/,Piso en calle Mayor,799000.0,155.0,2.0,Centro
bbc96cf08398,https://www.pisos.com/comprar/piso-justicia_chueca28004-40926035104_108900/,Piso en calle de Campoamor,2500000.0,255.0,2.0,Centro
b110344ecfac,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-10036718617_100500/,Piso en calle del Salitre,370000.0,77.0,3.0,Centro
a13e1ecd45a5,https://www.pisos.com/comprar/estudio-centro_palacio28005-62577757357_990673/,Estudio en calle del Águila,289000.0,30.0,,Centro
80e363537734,https://www.pisos.com/comprar/duplex-universidad_malasana28004-61760581935_100500/,Dúplex en calle de la Galería de Robles,299000.0,56.0,1.0,Centro
c119facc2fc0,https://www.pisos.com/comprar/piso-cortes_huertas28014-61727120353_106600/,Piso en calle de Lope de Vega,1575000.0,189.0,3.0,Centro
a278ca38efc1,https://www.pisos.com/comprar/piso-sol_barrio-61700147429_106600/,Piso en Plaza de Canalejas,1015000.0,124.0,2.0,Centro
0888d9f091d7,https://www.pisos.com/comprar/atico-centro_palacio28005-61667358563_515177/,Ático en calle del Águila,289000.0,30.0,1.0,Centro
e3338a955ef1,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-60879321466_101800/,Piso en Embajadores-Lavapiés,450000.0,65.0,2.0,Centro
8f741269ae5d,https://www.pisos.com/comprar/piso-cortes_huertas28014-60867065979_101800/,Piso en Cortes-Huertas,650000.0,123.0,2.0,Centro
321e570d59c3,https://www.pisos.com/comprar/piso-universidad_malasana28004-58406158956_100500/,Piso en calle del Molino de Viento,840000.0,107.0,2.0,Centro
efc4555120fb,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-58352488030_102200/,Piso en calle de Valencia,999000.0,206.0,3.0,Centro
a40952b1ea89,https://www.pisos.com/comprar/piso-centro_palacio28005-55074772778_510380/,Piso en calle de Segovia,699000.0,106.0,3.0,Centro
6a04b14734fb,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-62537897762_109200/,"Piso en calle >C. de Atocha, nº >",720000.0,89.0,2.0,Centro
6d57a50cb1e4,https://www.pisos.com/comprar/piso-universidad_malasana28004-62555565017_109200/,"Piso en calle del Divino Pastor, nº >",380000.0,44.0,1.0,Centro
9849ec1367a8,https://www.pisos.com/comprar/piso-justicia_chueca28004-57574778849_100500/,Piso en calle de Barbieri,585000.0,66.0,2.0,Centro
d3d32b178627,https://www.pisos.com/comprar/piso-universidad_malasana28013-53380899686_996542/,Piso en calle Gran Vía,1550000.0,82.0,2.0,Centro
058f456a155d,https://www.pisos.com/comprar/piso-justicia_chueca28004-52524309777_996542/,Piso en calle de Hortaleza,900000.0,85.0,6.0,Centro
f23259ff4b63,https://www.pisos.com/comprar/piso-justicia_chueca28004-52511409836_996542/,Piso en calle de Hortaleza,1200000.0,103.0,7.0,Centro
55e09799ea43,https://www.pisos.com/comprar/piso-centro_palacio28005-62568745634_102100/,Piso en Acacias,279000.0,43.0,1.0,Centro
67836d0f504c,https://www.pisos.com/comprar/piso-sol_barrio28013-62514500761_105100/,Piso en Sol,455000.0,45.0,1.0,Centro
ad50b38a96d1,https://www.pisos.com/comprar/piso-centro_palacio28005-62533799916_105100/,Piso en Palacio,385000.0,55.0,1.0,Centro
5dfa6fbc10d8,https://www.pisos.com/comprar/piso-justicia_chueca28004-61744907859_105100/,Piso en Justicia,349000.0,34.0,1.0,Centro
b3a74330fc0d,https://www.pisos.com/comprar/piso-centro_palacio28005-61741495735_102100/,Piso en Vallehermoso,1490000.0,242.0,5.0,Centro
609dba93694c,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28005-61755696291_108900/,Piso en Arganzuela,360000.0,67.0,3.0,Centro
5a99b1a323d0,https://www.pisos.com/comprar/piso-universidad_malasana28004-61740764881_100200/,Piso en Universidad-Malasaña,1250000.0,150.0,5.0,Centro
b3763a695f3c,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-50020769217_105100/,Piso en Embajadores,235000.0,39.0,2.0,Centro
40bee1650b4d,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-60853378567_105100/,Piso en Embajadores,279000.0,33.0,1.0,Centro
e65d7c4bab67,https://www.pisos.com/comprar/piso-cortes_huertas28014-60870826793_105100/,Piso en Cortes,723000.0,135.0,2.0,Centro
386c76f8b9e3,https://www.pisos.com/comprar/piso-universidad_malasana28004-60909127255_105100/,Piso en Universidad,512000.0,67.0,1.0,Centro
c6f65b3f05f6,https://www.pisos.com/comprar/piso-cortes_huertas28014-60836452851_102100/,Piso en Jerónimos,1020000.0,155.0,4.0,Centro
6389f4ed9034,https://www.pisos.com/comprar/piso-centro_palacio28005-60863670697_102100/,Piso en Ventas,250000.0,51.0,1.0,Centro
66c5275c3763,https://www.pisos.com/comprar/piso-centro_palacio28013-60883284440_105100/,Piso en Palacio,499000.0,79.0,1.0,Centro
542216c35bc4,https://www.pisos.com/comprar/piso-centro_palacio28005-60094699176_102100/,Piso en Bellas Vistas,850000.0,138.0,3.0,Centro
f775bcf294d9,https://www.pisos.com/comprar/piso-sol_barrio28013-60097023271_105100/,Piso en Sol,527000.0,42.0,1.0,Centro
d7d2b438b6e8,https://www.pisos.com/comprar/piso-centro_palacio28005-59169258409_105100/,Piso en Palacio,224900.0,34.0,1.0,Centro
a871525cded5,https://www.pisos.com/comprar/piso-centro_palacio28005-58422301875_105100/,Piso en Palacio,205000.0,32.0,1.0,Centro
870224706c5f,https://www.pisos.com/comprar/piso-universidad_malasana28015-58398688306_149200/,Piso en Universidad-Malasaña,1950000.0,192.0,2.0,Centro
205a2799a6ab,https://www.pisos.com/comprar/piso-universidad_malasana28015-58410003492_149200/,Piso en Universidad-Malasaña,395000.0,57.0,1.0,Centro
706ec6d35189,https://www.pisos.com/comprar/chalet-centro_palacio28005-58424224281_102100/,Chalet en Valdefuentes,1595000.0,292.0,5.0,Centro
ff3f6d9742ae,https://www.pisos.com/comprar/piso-justicia_chueca-57510471270_212600/,Piso en Justicia-Chueca,750000.0,116.0,2.0,Centro
337b34f75459,https://www.pisos.com/comprar/piso-justicia_chueca28004-57524128535_100500/,Piso en calle de Hortaleza,590000.0,56.0,2.0,Centro
6ab931869a37,https://www.pisos.com/comprar/piso-universidad_malasana28015-57506913517_105100/,Piso en Universidad,189000.0,28.0,1.0,Centro
431c5ace1d49,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-55895910131_105100/,Piso en Embajadores,160000.0,22.0,1.0,Centro
f4a63c4726a2,https://www.pisos.com/comprar/piso-sol_barrio28013-55913343622_212600/,Piso en Sol,1500000.0,121.0,2.0,Centro
532c42acea58,https://www.pisos.com/comprar/atico-sol_barrio28013-55011619306_212600/,Ático en Sol,2100000.0,150.0,2.0,Centro
e6f78ec45db8,https://www.pisos.com/comprar/piso-justicia_chueca28001-55932606603_102100/,Piso en Salamanca,1770000.0,152.0,3.0,Centro
37b787920fbd,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-55061380724_102100/,Piso en Sol,595000.0,49.0,2.0,Centro
277f8aff71ca,https://www.pisos.com/comprar/piso-centro_palacio28005-61737123611_100200/,Piso en Palacio,225000.0,36.0,1.0,Centro
7d1ea0ac5657,https://www.pisos.com/comprar/piso-justicia_chueca28004-61709362136_106400/,Piso en Justicia-Chueca,339000.0,34.0,4.0,Centro
25b156703cbc,https://www.pisos.com/comprar/piso-justicia_chueca28004-61668025569_149200/,Piso en Justicia-Chueca,2350000.0,257.0,4.0,Centro
b831a8ecfc58,https://www.pisos.com/comprar/piso-centro_palacio28005-61708016869_102100/,Piso en Acacias,140000.0,45.0,1.0,Centro
ddabf7750160,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-61712784972_105100/,Piso en Embajadores,189000.0,35.0,1.0,Centro
79aa138f9bb6,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28005-60914136950_105100/,Piso en Embajadores,425000.0,59.0,1.0,Centro
b8c61e985686,https://www.pisos.com/comprar/piso-universidad_malasana28004-60903483707_100500/,Piso en Universidad-Malasaña,499000.0,82.0,2.0,Centro
8a1dd9da3e35,https://www.pisos.com/comprar/piso-justicia_chueca28004-60022690108_102100/,Piso en Malasaña,990000.0,161.0,6.0,Centro
b8dbb02c051c,https://www.pisos.com/comprar/chalet-cortes_huertas28014-59231079905_100500/,Chalet en Los Pinos,599000.0,240.0,3.0,Centro
d98a60cffbb4,https://www.pisos.com/comprar/piso-universidad_malasana28015-59241860061_102100/,Piso en Malasaña,350000.0,40.0,2.0,Centro
26e47f201a90,https://www.pisos.com/comprar/piso-universidad_malasana28004-56751421431_212600/,Piso en calle del Divino Pastor,820000.0,70.0,2.0,Centro
eff999a0a27f,https://www.pisos.com/comprar/atico-sol_barrio28013-52574740786_100500/,Ático en Sol,1780000.0,145.0,2.0,Centro
c1d199adacff,https://www.pisos.com/comprar/piso-justicia_chueca28004-45005660674_102100/,Piso en Malasaña,1030000.0,68.0,2.0,Centro
8571e6624338,https://www.pisos.com/comprar/atico-centro_palacio28013-56739595860_212600/,Ático en Palacio,3450000.0,165.0,4.0,Centro
0247dfa63626,https://www.pisos.com/comprar/piso-sol_barrio28012-62564492197_212600/,Piso en Sol,2250000.0,320.0,6.0,Centro
bff137989777,https://www.pisos.com/comprar/piso-centro_palacio28005-62508227119_102100/,Piso en Nueva España,630000.0,84.0,2.0,Centro
8acc63e59098,https://www.pisos.com/comprar/piso-justicia_chueca28001-61747531707_102100/,Piso en Recoletos,2500000.0,132.0,3.0,Centro
28bc1613fdcb,https://www.pisos.com/comprar/piso-justicia_chueca28001-57595740916_102100/,Piso en Recoletos,7200000.0,307.0,4.0,Centro
b0a7480a9174,https://www.pisos.com/comprar/piso-sol_barrio28013-56732906339_212600/,Piso en Sol,930000.0,100.0,3.0,Centro
9bbd2f99bbf4,https://www.pisos.com/comprar/atico-centro_palacio28005-54172883129_212600/,Ático en Palacio,2300000.0,240.0,4.0,Centro
057ee24a480d,https://www.pisos.com/comprar/piso-cortes_huertas-58373535285_106500/,Piso en Cortes-Huertas,390000.0,44.0,2.0,Centro
6e2394442849,https://www.pisos.com/comprar/piso-sol_barrio28012-60863625643_109800/,"Piso en Plaza de Jacinto Benavente, 3",595000.0,85.0,2.0,Centro
c173eb44f5e9,https://www.pisos.com/comprar/atico-centro_palacio28013-62521539798_528715/,"Ático en calle de Leganitos, 18",3300000.0,157.0,4.0,Centro
ee51509eed91,https://www.pisos.com/comprar/piso-cortes_huertas28014-62578646472_528715/,"Piso en calle de Moratín, 65",700000.0,122.0,3.0,Centro
ddaa0524d1f3,https://www.pisos.com/comprar/piso-centro_palacio28013-62530880765_109300/,Piso en calle Mayor,480000.0,66.0,1.0,Centro
1f90ea30ba8a,https://www.pisos.com/comprar/piso-universidad_malasana28004-62530172772_528715/,"Piso en calle del Barco, 34",1269000.0,134.0,3.0,Centro
6cb07714dafc,https://www.pisos.com/comprar/piso-sol_barrio28013-61669701626_528715/,"Piso en calle de Tetuán, 20",1119000.0,136.0,3.0,Centro
334277903530,https://www.pisos.com/comprar/piso-centro_palacio28013-61742357142_532231/,Piso en calle Isabel ´La Católica´,699000.0,59.0,2.0,Centro
